product_id,product_name,brand,category,image_url,ingredient_list_raw,extracted_ingredients,health_category,allergen_flags,nutrition_summary,health_score,region
ns_00615,Parle Sauces Mix 16,Parle,sauces,https://static.openfoodfacts.org/images/products/1000000000615/front_en.400.jpg,"tomato paste, vinegar, salt, trans fat, fiber, milk","[""tomato paste"", ""vinegar"", ""salt"", ""trans fat"", ""fiber"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 447, ""sugar_g"": 25.2, ""sodium_mg"": 803, ""fat_g"": 8.1, ""protein_g"": 9.9}",35,India
ns_00616,ITC Frozen Mix 17,ITC,frozen,https://static.openfoodfacts.org/images/products/1000000000616/front_en.400.jpg,"vegetables, vegetable oil, salt, olive oil, milk, sorbitol","[""vegetables"", ""vegetable oil"", ""salt"", ""olive oil"", ""milk"", ""sorbitol""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 199, ""sugar_g"": 22.3, ""sodium_mg"": 849, ""fat_g"": 1.3, ""protein_g"": 8.5}",38,India
ns_00617,Nilgiris Frozen Mix 18,Nilgiris,frozen,https://static.openfoodfacts.org/images/products/1000000000617/front_en.400.jpg,"vegetables, vegetable oil, salt, vitamin, preservative, olive oil","[""vegetables"", ""vegetable oil"", ""salt"", ""vitamin"", ""preservative"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 110, ""sugar_g"": 0.3, ""sodium_mg"": 307, ""fat_g"": 13.7, ""protein_g"": 7.4}",60,India
ns_00618,Sunrise Foods Condiments Mix 19,Sunrise Foods,condiments,https://static.openfoodfacts.org/images/products/1000000000618/front_en.400.jpg,"chili, salt, vinegar, oats, olive oil, vitamin","[""chili"", ""salt"", ""vinegar"", ""oats"", ""olive oil"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 387, ""sugar_g"": 27.2, ""sodium_mg"": 107, ""fat_g"": 29.5, ""protein_g"": 5.2}",63,India
ns_00619,Tata Ready_Meals Mix 20,Tata,ready_meals,https://static.openfoodfacts.org/images/products/1000000000619/front_en.400.jpg,"rice, vegetable oil, salt, sugar, fruit, olive oil","[""rice"", ""vegetable oil"", ""salt"", ""sugar"", ""fruit"", ""olive oil""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 263, ""sugar_g"": 18.5, ""sodium_mg"": 224, ""fat_g"": 15.3, ""protein_g"": 7.8}",53,India
ns_00620,Golden Harvest Sauces Mix 21,Golden Harvest,sauces,https://static.openfoodfacts.org/images/products/1000000000620/front_en.400.jpg,"tomato paste, vinegar, salt, sorbitol, sodium nitrate, vitamin","[""tomato paste"", ""vinegar"", ""salt"", ""sorbitol"", ""sodium nitrate"", ""vitamin""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 466, ""sugar_g"": 6.6, ""sodium_mg"": 452, ""fat_g"": 24.7, ""protein_g"": 19.1}",36,India
ns_00621,Kohinoor Beverages Mix 22,Kohinoor,beverages,https://static.openfoodfacts.org/images/products/1000000000621/front_en.400.jpg,"water, sugar, citric acid, protein, olive oil, vitamin","[""water"", ""sugar"", ""citric acid"", ""protein"", ""olive oil"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 412, ""sugar_g"": 15.0, ""sodium_mg"": 629, ""fat_g"": 20.5, ""protein_g"": 15.7}",46,India
ns_00622,Reliance Fresh Ready_Meals Mix 23,Reliance Fresh,ready_meals,https://static.openfoodfacts.org/images/products/1000000000622/front_en.400.jpg,"rice, vegetable oil, salt, protein, sodium benzoate, high fructose corn syrup","[""rice"", ""vegetable oil"", ""salt"", ""protein"", ""sodium benzoate"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 77, ""sugar_g"": 6.0, ""sodium_mg"": 399, ""fat_g"": 4.4, ""protein_g"": 19.0}",41,India
ns_00623,Parle Confectionery Mix 24,Parle,confectionery,https://static.openfoodfacts.org/images/products/1000000000623/front_en.400.jpg,"sugar, cocoa butter, milk powder, oats, sugar, protein","[""sugar"", ""cocoa butter"", ""milk powder"", ""oats"", ""sugar"", ""protein""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 286, ""sugar_g"": 5.7, ""sodium_mg"": 471, ""fat_g"": 20.3, ""protein_g"": 12.2}",54,India
ns_00624,Amul Frozen Mix 25,Amul,frozen,https://static.openfoodfacts.org/images/products/1000000000624/front_en.400.jpg,"vegetables, vegetable oil, salt, protein, preservative, vegetable","[""vegetables"", ""vegetable oil"", ""salt"", ""protein"", ""preservative"", ""vegetable""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 359, ""sugar_g"": 26.5, ""sodium_mg"": 888, ""fat_g"": 10.9, ""protein_g"": 1.6}",32,India
ns_00625,ITC Condiments Mix 26,ITC,condiments,https://static.openfoodfacts.org/images/products/1000000000625/front_en.400.jpg,"chili, salt, vinegar, fruit, vegetable, lentil","[""chili"", ""salt"", ""vinegar"", ""fruit"", ""vegetable"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 373, ""sugar_g"": 16.3, ""sodium_mg"": 149, ""fat_g"": 26.7, ""protein_g"": 18.6}",67,India
ns_00626,ITC Condiments Mix 27,ITC,condiments,https://static.openfoodfacts.org/images/products/1000000000626/front_en.400.jpg,"chili, salt, vinegar, vitamin, protein, milk","[""chili"", ""salt"", ""vinegar"", ""vitamin"", ""protein"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 261, ""sugar_g"": 20.2, ""sodium_mg"": 439, ""fat_g"": 26.6, ""protein_g"": 5.9}",60,India
ns_00627,Golden Harvest Sauces Mix 28,Golden Harvest,sauces,https://static.openfoodfacts.org/images/products/1000000000627/front_en.400.jpg,"tomato paste, vinegar, salt, high fructose corn syrup, protein, vegetable","[""tomato paste"", ""vinegar"", ""salt"", ""high fructose corn syrup"", ""protein"", ""vegetable""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 237, ""sugar_g"": 29.0, ""sodium_mg"": 134, ""fat_g"": 24.2, ""protein_g"": 13.3}",46,India
ns_00628,Nilgiris Dairy Mix 29,Nilgiris,dairy,https://static.openfoodfacts.org/images/products/1000000000628/front_en.400.jpg,"milk, milk solids, stabiliser (E412), fruit, trans fat, whole grain","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""fruit"", ""trans fat"", ""whole grain""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 187, ""sugar_g"": 24.9, ""sodium_mg"": 650, ""fat_g"": 18.6, ""protein_g"": 8.2}",41,India
ns_00629,Tata Ready_Meals Mix 30,Tata,ready_meals,https://static.openfoodfacts.org/images/products/1000000000629/front_en.400.jpg,"rice, vegetable oil, salt, preservative, sorbitol, sodium nitrate","[""rice"", ""vegetable oil"", ""salt"", ""preservative"", ""sorbitol"", ""sodium nitrate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 385, ""sugar_g"": 19.6, ""sodium_mg"": 562, ""fat_g"": 18.9, ""protein_g"": 18.2}",15,India
ns_00630,Parle Beverages Mix 31,Parle,beverages,https://static.openfoodfacts.org/images/products/1000000000630/front_en.400.jpg,"water, sugar, citric acid, sugar, fiber, fruit","[""water"", ""sugar"", ""citric acid"", ""sugar"", ""fiber"", ""fruit""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 242, ""sugar_g"": 30.0, ""sodium_mg"": 794, ""fat_g"": 9.0, ""protein_g"": 17.6}",33,India
ns_00631,Sunrise Foods Bakery Mix 32,Sunrise Foods,bakery,https://static.openfoodfacts.org/images/products/1000000000631/front_en.400.jpg,"wheat flour, sugar, vegetable oil, whole grain, fruit, protein","[""wheat flour"", ""sugar"", ""vegetable oil"", ""whole grain"", ""fruit"", ""protein""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 314, ""sugar_g"": 21.7, ""sodium_mg"": 262, ""fat_g"": 6.6, ""protein_g"": 16.7}",53,India
ns_00632,Amul Frozen Mix 33,Amul,frozen,https://static.openfoodfacts.org/images/products/1000000000632/front_en.400.jpg,"vegetables, vegetable oil, salt, sodium benzoate, trans fat, milk","[""vegetables"", ""vegetable oil"", ""salt"", ""sodium benzoate"", ""trans fat"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 112, ""sugar_g"": 4.7, ""sodium_mg"": 822, ""fat_g"": 8.7, ""protein_g"": 3.1}",33,India
ns_00633,Golden Harvest Sauces Mix 34,Golden Harvest,sauces,https://static.openfoodfacts.org/images/products/1000000000633/front_en.400.jpg,"tomato paste, vinegar, salt, fruit, oats, artificial flavour","[""tomato paste"", ""vinegar"", ""salt"", ""fruit"", ""oats"", ""artificial flavour""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 550, ""sugar_g"": 8.5, ""sodium_mg"": 591, ""fat_g"": 8.9, ""protein_g"": 4.8}",47,India
ns_00634,Nilgiris Frozen Mix 35,Nilgiris,frozen,https://static.openfoodfacts.org/images/products/1000000000634/front_en.400.jpg,"vegetables, vegetable oil, salt, milk, fruit, whole grain","[""vegetables"", ""vegetable oil"", ""salt"", ""milk"", ""fruit"", ""whole grain""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 386, ""sugar_g"": 16.4, ""sodium_mg"": 714, ""fat_g"": 7.3, ""protein_g"": 8.6}",59,India
ns_00635,Parle Dairy Mix 36,Parle,dairy,https://static.openfoodfacts.org/images/products/1000000000635/front_en.400.jpg,"milk, milk solids, stabiliser (E412), vitamin, whole grain, sugar","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""vitamin"", ""whole grain"", ""sugar""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 333, ""sugar_g"": 11.5, ""sodium_mg"": 119, ""fat_g"": 6.6, ""protein_g"": 9.5}",58,India
ns_00636,Parle Bakery Mix 37,Parle,bakery,https://static.openfoodfacts.org/images/products/1000000000636/front_en.400.jpg,"wheat flour, sugar, vegetable oil, trans fat, oats, vitamin","[""wheat flour"", ""sugar"", ""vegetable oil"", ""trans fat"", ""oats"", ""vitamin""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 416, ""sugar_g"": 9.3, ""sodium_mg"": 715, ""fat_g"": 11.5, ""protein_g"": 13.8}",36,India
ns_00637,Kohinoor Snacks Mix 38,Kohinoor,snacks,https://static.openfoodfacts.org/images/products/1000000000637/front_en.400.jpg,"potato, vegetable oil (palm), salt, protein, sugar, fruit","[""potato"", ""vegetable oil (palm)"", ""salt"", ""protein"", ""sugar"", ""fruit""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 194, ""sugar_g"": 29.6, ""sodium_mg"": 582, ""fat_g"": 14.0, ""protein_g"": 17.3}",40,India
ns_00638,Tata Condiments Mix 39,Tata,condiments,https://static.openfoodfacts.org/images/products/1000000000638/front_en.400.jpg,"chili, salt, vinegar, vegetable, vegetable, milk","[""chili"", ""salt"", ""vinegar"", ""vegetable"", ""vegetable"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 156, ""sugar_g"": 23.3, ""sodium_mg"": 658, ""fat_g"": 2.3, ""protein_g"": 2.3}",51,India
ns_00639,Organic Valley Frozen Mix 40,Organic Valley,frozen,https://static.openfoodfacts.org/images/products/1000000000639/front_en.400.jpg,"vegetables, vegetable oil, salt, oats, fruit, vegetable","[""vegetables"", ""vegetable oil"", ""salt"", ""oats"", ""fruit"", ""vegetable""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 532, ""sugar_g"": 11.9, ""sodium_mg"": 542, ""fat_g"": 15.1, ""protein_g"": 9.1}",62,India
ns_00640,Amul Snacks Mix 41,Amul,snacks,https://static.openfoodfacts.org/images/products/1000000000640/front_en.400.jpg,"potato, vegetable oil (palm), salt, milk, fruit, high fructose corn syrup","[""potato"", ""vegetable oil (palm)"", ""salt"", ""milk"", ""fruit"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 70, ""sugar_g"": 28.4, ""sodium_mg"": 531, ""fat_g"": 17.8, ""protein_g"": 18.5}",42,India
ns_00641,Nilgiris Frozen Mix 42,Nilgiris,frozen,https://static.openfoodfacts.org/images/products/1000000000641/front_en.400.jpg,"vegetables, vegetable oil, salt, lentil, high fructose corn syrup, lentil","[""vegetables"", ""vegetable oil"", ""salt"", ""lentil"", ""high fructose corn syrup"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 99, ""sugar_g"": 16.0, ""sodium_mg"": 9, ""fat_g"": 25.8, ""protein_g"": 10.4}",55,India
ns_00642,Patanjali Condiments Mix 43,Patanjali,condiments,https://static.openfoodfacts.org/images/products/1000000000642/front_en.400.jpg,"chili, salt, vinegar, olive oil, protein, whole grain","[""chili"", ""salt"", ""vinegar"", ""olive oil"", ""protein"", ""whole grain""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 306, ""sugar_g"": 14.3, ""sodium_mg"": 666, ""fat_g"": 32.9, ""protein_g"": 16.9}",58,India
ns_00643,Amul Sauces Mix 44,Amul,sauces,https://static.openfoodfacts.org/images/products/1000000000643/front_en.400.jpg,"tomato paste, vinegar, salt, fiber, sodium benzoate, fiber","[""tomato paste"", ""vinegar"", ""salt"", ""fiber"", ""sodium benzoate"", ""fiber""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 217, ""sugar_g"": 4.4, ""sodium_mg"": 850, ""fat_g"": 7.5, ""protein_g"": 8.6}",41,India
ns_00644,Nilgiris Confectionery Mix 45,Nilgiris,confectionery,https://static.openfoodfacts.org/images/products/1000000000644/front_en.400.jpg,"sugar, cocoa butter, milk powder, sugar, olive oil, lentil","[""sugar"", ""cocoa butter"", ""milk powder"", ""sugar"", ""olive oil"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 144, ""sugar_g"": 26.9, ""sodium_mg"": 15, ""fat_g"": 7.4, ""protein_g"": 14.2}",53,India
ns_00645,Parle Frozen Mix 46,Parle,frozen,https://static.openfoodfacts.org/images/products/1000000000645/front_en.400.jpg,"vegetables, vegetable oil, salt, trans fat, lentil, lentil","[""vegetables"", ""vegetable oil"", ""salt"", ""trans fat"", ""lentil"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 215, ""sugar_g"": 10.8, ""sodium_mg"": 138, ""fat_g"": 26.6, ""protein_g"": 16.1}",55,India
ns_00646,Reliance Fresh Bakery Mix 47,Reliance Fresh,bakery,https://static.openfoodfacts.org/images/products/1000000000646/front_en.400.jpg,"wheat flour, sugar, vegetable oil, lentil, monosodium glutamate, trans fat","[""wheat flour"", ""sugar"", ""vegetable oil"", ""lentil"", ""monosodium glutamate"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 392, ""sugar_g"": 27.5, ""sodium_mg"": 336, ""fat_g"": 11.0, ""protein_g"": 3.3}",19,India
ns_00647,Organic Valley Ready_Meals Mix 48,Organic Valley,ready_meals,https://static.openfoodfacts.org/images/products/1000000000647/front_en.400.jpg,"rice, vegetable oil, salt, trans fat, olive oil, trans fat","[""rice"", ""vegetable oil"", ""salt"", ""trans fat"", ""olive oil"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 35, ""sugar_g"": 13.1, ""sodium_mg"": 835, ""fat_g"": 17.5, ""protein_g"": 8.2}",40,India
ns_00648,Patanjali Snacks Mix 49,Patanjali,snacks,https://static.openfoodfacts.org/images/products/1000000000648/front_en.400.jpg,"potato, vegetable oil (palm), salt, sodium benzoate, protein, milk","[""potato"", ""vegetable oil (palm)"", ""salt"", ""sodium benzoate"", ""protein"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 210, ""sugar_g"": 27.5, ""sodium_mg"": 852, ""fat_g"": 34.8, ""protein_g"": 17.1}",36,India
ns_00649,ITC Sauces Mix 50,ITC,sauces,https://static.openfoodfacts.org/images/products/1000000000649/front_en.400.jpg,"tomato paste, vinegar, salt, vegetable, oats, olive oil","[""tomato paste"", ""vinegar"", ""salt"", ""vegetable"", ""oats"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 277, ""sugar_g"": 24.4, ""sodium_mg"": 508, ""fat_g"": 33.0, ""protein_g"": 16.4}",56,India
ns_00650,Sunrise Foods Confectionery Mix 51,Sunrise Foods,confectionery,https://static.openfoodfacts.org/images/products/1000000000650/front_en.400.jpg,"sugar, cocoa butter, milk powder, monosodium glutamate, olive oil, vegetable","[""sugar"", ""cocoa butter"", ""milk powder"", ""monosodium glutamate"", ""olive oil"", ""vegetable""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": true, ""egg"": false}","{""calories"": 397, ""sugar_g"": 13.9, ""sodium_mg"": 382, ""fat_g"": 16.4, ""protein_g"": 17.3}",40,India
ns_00651,Tata Ready_Meals Mix 52,Tata,ready_meals,https://static.openfoodfacts.org/images/products/1000000000651/front_en.400.jpg,"rice, vegetable oil, salt, monosodium glutamate, sodium nitrate, sodium nitrate","[""rice"", ""vegetable oil"", ""salt"", ""monosodium glutamate"", ""sodium nitrate"", ""sodium nitrate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 50, ""sugar_g"": 2.4, ""sodium_mg"": 269, ""fat_g"": 19.2, ""protein_g"": 15.6}",42,India
ns_00652,Haldiram's Sauces Mix 53,Haldiram's,sauces,https://static.openfoodfacts.org/images/products/1000000000652/front_en.400.jpg,"tomato paste, vinegar, salt, preservative, vitamin, vitamin","[""tomato paste"", ""vinegar"", ""salt"", ""preservative"", ""vitamin"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 227, ""sugar_g"": 0.9, ""sodium_mg"": 166, ""fat_g"": 14.5, ""protein_g"": 19.2}",57,India
ns_00653,Kohinoor Ready_Meals Mix 54,Kohinoor,ready_meals,https://static.openfoodfacts.org/images/products/1000000000653/front_en.400.jpg,"rice, vegetable oil, salt, vitamin, olive oil, vitamin","[""rice"", ""vegetable oil"", ""salt"", ""vitamin"", ""olive oil"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 87, ""sugar_g"": 26.1, ""sodium_mg"": 576, ""fat_g"": 21.9, ""protein_g"": 17.5}",54,India
ns_00654,Reliance Fresh Ready_Meals Mix 55,Reliance Fresh,ready_meals,https://static.openfoodfacts.org/images/products/1000000000654/front_en.400.jpg,"rice, vegetable oil, salt, sodium nitrate, lentil, milk","[""rice"", ""vegetable oil"", ""salt"", ""sodium nitrate"", ""lentil"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 121, ""sugar_g"": 23.4, ""sodium_mg"": 250, ""fat_g"": 32.6, ""protein_g"": 3.5}",50,India
ns_00655,Haldiram's Condiments Mix 56,Haldiram's,condiments,https://static.openfoodfacts.org/images/products/1000000000655/front_en.400.jpg,"chili, salt, vinegar, artificial flavour, vitamin, milk","[""chili"", ""salt"", ""vinegar"", ""artificial flavour"", ""vitamin"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 424, ""sugar_g"": 26.0, ""sodium_mg"": 340, ""fat_g"": 16.8, ""protein_g"": 14.5}",44,India
ns_00656,Sunrise Foods Confectionery Mix 57,Sunrise Foods,confectionery,https://static.openfoodfacts.org/images/products/1000000000656/front_en.400.jpg,"sugar, cocoa butter, milk powder, preservative, monosodium glutamate, oats","[""sugar"", ""cocoa butter"", ""milk powder"", ""preservative"", ""monosodium glutamate"", ""oats""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 244, ""sugar_g"": 1.0, ""sodium_mg"": 10, ""fat_g"": 34.1, ""protein_g"": 12.6}",39,India
ns_00657,Patanjali Cereals Mix 58,Patanjali,cereals,https://static.openfoodfacts.org/images/products/1000000000657/front_en.400.jpg,"oats, sugar, malted barley, lentil, artificial flavour, whole grain","[""oats"", ""sugar"", ""malted barley"", ""lentil"", ""artificial flavour"", ""whole grain""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 232, ""sugar_g"": 3.5, ""sodium_mg"": 293, ""fat_g"": 14.0, ""protein_g"": 3.2}",47,India
ns_00658,Nilgiris Beverages Mix 59,Nilgiris,beverages,https://static.openfoodfacts.org/images/products/1000000000658/front_en.400.jpg,"water, sugar, citric acid, protein, sugar, fruit","[""water"", ""sugar"", ""citric acid"", ""protein"", ""sugar"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 262, ""sugar_g"": 4.9, ""sodium_mg"": 496, ""fat_g"": 31.3, ""protein_g"": 17.7}",51,India
ns_00659,Golden Harvest Ready_Meals Mix 60,Golden Harvest,ready_meals,https://static.openfoodfacts.org/images/products/1000000000659/front_en.400.jpg,"rice, vegetable oil, salt, fiber, vitamin, sugar","[""rice"", ""vegetable oil"", ""salt"", ""fiber"", ""vitamin"", ""sugar""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 75, ""sugar_g"": 25.4, ""sodium_mg"": 437, ""fat_g"": 10.5, ""protein_g"": 7.9}",45,India
ns_00660,Britannia Condiments Mix 61,Britannia,condiments,https://static.openfoodfacts.org/images/products/1000000000660/front_en.400.jpg,"chili, salt, vinegar, lentil, vegetable, artificial flavour","[""chili"", ""salt"", ""vinegar"", ""lentil"", ""vegetable"", ""artificial flavour""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 244, ""sugar_g"": 18.7, ""sodium_mg"": 296, ""fat_g"": 28.5, ""protein_g"": 10.0}",48,India
ns_00661,Tata Cereals Mix 62,Tata,cereals,https://static.openfoodfacts.org/images/products/1000000000661/front_en.400.jpg,"oats, sugar, malted barley, vitamin, lentil, vitamin","[""oats"", ""sugar"", ""malted barley"", ""vitamin"", ""lentil"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 259, ""sugar_g"": 1.5, ""sodium_mg"": 876, ""fat_g"": 2.8, ""protein_g"": 13.7}",48,India
ns_00662,Haldiram's Frozen Mix 63,Haldiram's,frozen,https://static.openfoodfacts.org/images/products/1000000000662/front_en.400.jpg,"vegetables, vegetable oil, salt, sodium nitrate, high fructose corn syrup, high fructose corn syrup","[""vegetables"", ""vegetable oil"", ""salt"", ""sodium nitrate"", ""high fructose corn syrup"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 40, ""sugar_g"": 29.4, ""sodium_mg"": 63, ""fat_g"": 11.5, ""protein_g"": 3.9}",33,India
ns_00663,Reliance Fresh Confectionery Mix 64,Reliance Fresh,confectionery,https://static.openfoodfacts.org/images/products/1000000000663/front_en.400.jpg,"sugar, cocoa butter, milk powder, fruit, monosodium glutamate, monosodium glutamate","[""sugar"", ""cocoa butter"", ""milk powder"", ""fruit"", ""monosodium glutamate"", ""monosodium glutamate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 338, ""sugar_g"": 7.6, ""sodium_mg"": 328, ""fat_g"": 16.6, ""protein_g"": 7.7}",41,India
ns_00664,Reliance Fresh Condiments Mix 65,Reliance Fresh,condiments,https://static.openfoodfacts.org/images/products/1000000000664/front_en.400.jpg,"chili, salt, vinegar, oats, fruit, oats","[""chili"", ""salt"", ""vinegar"", ""oats"", ""fruit"", ""oats""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 313, ""sugar_g"": 14.6, ""sodium_mg"": 833, ""fat_g"": 22.4, ""protein_g"": 6.7}",52,India
ns_00665,Amul Frozen Mix 66,Amul,frozen,https://static.openfoodfacts.org/images/products/1000000000665/front_en.400.jpg,"vegetables, vegetable oil, salt, fiber, sodium nitrate, oats","[""vegetables"", ""vegetable oil"", ""salt"", ""fiber"", ""sodium nitrate"", ""oats""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 383, ""sugar_g"": 10.1, ""sodium_mg"": 894, ""fat_g"": 21.6, ""protein_g"": 6.7}",44,India
